seqs,preds,method
"['GalfOAc', 'b1-4', '1-6', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0059807156,Mutated-Random
"['Glc', '1-6', 'Xyl', 'b1-3', 'Glc', 'b1-4', 'Gal', '1-1', '1-1', '1-1', '1-1']",8.702122e-06,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', '1-3', 'Man']",8.157847e-06,Mutated-Random
"['ManOAc', 'a1-2', 'Man', '1-3', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00013300752,Mutated-Random
"['Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-2', '1-5']",9.884158e-05,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', '1-2', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00029220007,Mutated-Random
"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', '1-1', '1dEry-ol', '1-1', '1-1', '1-1', '1-1']",2.0346057e-05,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', '1-4', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",7.859814e-06,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-4', '1-1', '1-1', '1-1', '1-1', '1-1']",1.698839e-05,Mutated-Random
"['Gal', 'b1-3', '1-2', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00014604707,Mutated-Random
"['Galf', 'b1-5', 'Galf', '1-4', 'GalfOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.7480732e-05,Mutated-Random
"['Gal', 'b1-3', '1-4', 'b1-4', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",4.133348e-05,Mutated-Random
"['2,5-Anhydro-Man-ol', 'a1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.670357e-06,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-5', '1-1', '1-1', '1-1']",9.210052e-05,Mutated-Random
"['Glc', 'b1-6', 'Glc', 'b1-3', '1-6', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0005847201,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1dAlt-ol', '1-1', '1-1']",3.6743186e-06,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-3', '1-1']",0.002643594,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', '1-3', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",1.40114635e-05,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1dEry-ol', '1-1', '1-1', '1-1', '1-1', '1-1']",8.149546e-06,Mutated-Random
"['Gal', 'b1-3', '1-5', 'b1-4', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",4.3564003e-05,Mutated-Random
"['Gal', 'b1-3', '1-4', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",5.7141275e-05,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', '1-5', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",8.969855e-06,Mutated-Random
"['Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'a1-6', '1dEry-ol', 'a1-2', 'Man']",8.082369e-06,Mutated-Random
"['ManOMe', '1-2', 'Man', 'a1-2', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.000110963585,Mutated-Random
"['Glc', 'b1-2', '1-3', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.0162127e-05,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', '1-3', 'GlcNAc', 'b1-4', 'GlcNAc']",0.0029271871,Mutated-Random
"['QuiNAlaBut', 'b1-6', 'GlcNAc', 'a1-3', 'L-QuiNAc', 'a1-3', '1-2', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",9.956333e-06,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",4.8356476e-05,Mutated-Random
"['2,5-Anhydro-Man', 'a1-2', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', 'Galf', 'a1-2', 'Galf']",0.00031207234,Mutated-Random
"['Glc', 'b1-2', '1-3', 'a1-3', 'Man', 'b1-4', 'Man', 'b1-3', 'GlcNAc', 'b1-3', 'Glc']",2.2966182e-05,Mutated-Random
"['Glc', 'b1-4', 'Rha', 'a1-2', '1-4', 'a1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",4.835626e-05,Mutated-Random
"['2,5-Anhydro-Man', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0005575798,Mutated-Random
"['Galf', 'b1-5', 'Galf', '1-3', 'GalfOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.906856e-05,Mutated-Random
"['QuiNAlaBut', 'b1-6', 'GlcNAc', 'a1-3', 'L-QuiNAc', '1-3', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",4.072702e-06,Mutated-Random
"['Galf', 'a1-2', 'Galf', 'a1-3', 'Man', '1-5', 'Man', 'a1-3', 'Galf', 'a1-2', 'Galf']",2.1710504e-05,Mutated-Random
"['1dAlt-ol', 'b1-4', 'QuiNAc', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",1.595508e-05,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '2,5-Anhydro-Man-ol', '1-1']",0.0019198747,Mutated-Random
"['QuiNAlaBut', 'b1-6', '1-5', 'a1-3', 'L-QuiNAc', 'a1-3', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",0.00019469683,Mutated-Random
"['Gal', 'b1-3', '1-2', 'b1-4', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00010581358,Mutated-Random
"['Man', 'b1-4', 'Rha', 'a1-3', 'GalOAc', '1dAlt-ol', 'Man', '1-1', '1-1', '1-1', '1-1']",3.641255e-06,Mutated-Random
"['Man', 'a1-3', 'Man', '1-2', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",6.0014877e-06,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', '2,5-Anhydro-Man-ol', 'GlcNAc']",0.00032080806,Mutated-Random
"['Glc', 'b1-6', 'Glc', 'b1-3', '1-4', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00018526925,Mutated-Random
"['QuiNAlaBut', 'b1-6', '2,5-Anhydro-Man-ol', 'a1-3', 'L-QuiNAc', 'a1-3', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",0.00026213957,Mutated-Random
"['Glc', '1-6', 'Glc', 'b1-4', 'GlcA', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",5.021839e-06,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', '1dAlt-ol']",5.552519e-06,Mutated-Random
"['Man', 'b1-4', 'Rha', 'a1-3', 'GalOAc', 'a1-6', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1', '1-1']",1.30882445e-05,Mutated-Random
"['GlcA', 'a1-2', 'Galf', 'b1-6', '1-3', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.3441227e-05,Mutated-Random
"['Glc', 'a1-3', 'Glc', 'a1-3', '1-5', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",7.1458617e-06,Mutated-Random
"['D-FucNAc', 'b1-4', '1dAlt-ol', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",2.0865446e-05,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '2,5-Anhydro-Man-ol']",0.00010360638,Mutated-Random
"['QuiNAlaBut', 'b1-6', 'GlcNAc', 'a1-3', '1-3', 'a1-3', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",4.8442994e-06,Mutated-Random
"['Glc', 'a1-3', 'Glc', '1-6', 'GlcOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.3621796e-06,Mutated-Random
"['Gal', 'b1-3', '2,5-Anhydro-Man', 'b1-4', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",4.9904054e-05,Mutated-Random
"['1dAlt-ol', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",2.8174967e-05,Mutated-Random
"['1-3', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0004890626,Mutated-Random
"['ManOMe', 'a1-2', 'Man', '1-6', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.5792364e-05,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-5', '1-1', '1-1', '1-1', '1-1']",0.0005740022,Mutated-Random
"['Man', '1dEry-ol', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",4.515859e-05,Mutated-Random
"['Glc', 'b1-2', '2,5-Anhydro-Man', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",5.148624e-06,Mutated-Random
"['Glc', 'b1-6', '1dEry-ol', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00042959166,Mutated-Random
"['Glc', 'b1-2', '1-1', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.7652235e-05,Mutated-Random
"['Galf', 'a1-2', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', '1-4', 'Galf', 'a1-2', 'Galf']",4.284547e-06,Mutated-Random
"['Glc', 'b1-2', 'Glc', 'b1-4', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.7581899e-05,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1dEry-ol', '1-1', '1-1', '1-1']",0.00021601768,Mutated-Random
"['RhaOS', '2,5-Anhydro-Man', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.004794602,Mutated-Random
"['RhaOS', '1dAlt-ol', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.005250151,Mutated-Random
"['Glc', 'b1-6', '2,5-Anhydro-Man', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00015479837,Mutated-Random
"['Man', 'b1-4', '1-3', 'a1-3', 'GalOAc', 'a1-6', 'Man', '1-1', '1-1', '1-1', '1-1']",8.428987e-05,Mutated-Random
"['Man', 'a1-3', '2,5-Anhydro-Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",0.00010929162,Mutated-Random
"['RhaOS', 'a1-3', '1-1', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0003574567,Mutated-Random
"['1-6', 'b1-5', 'Galf', 'b1-6', 'GalfOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00054412434,Mutated-Random
"['QuiNAlaBut', 'b1-6', 'GlcNAc', '2,5-Anhydro-Man', 'L-QuiNAc', 'a1-3', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",4.6410983e-06,Mutated-Random
"['Galf', 'a1-2', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', '1-5', 'a1-2', 'Galf']",1.427768e-05,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1dAlt-ol']",0.00022071943,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', '1dAlt-ol', 'GlcNAc']",0.00029934582,Mutated-Random
"['Glc', 'b1-4', '1-2', 'a1-2', 'GalOP', 'a1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",2.6984693e-05,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1dEry-ol', '1-1', '1-1', '1-1']",0.00028537936,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00025143998,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '2,5-Anhydro-Man-ol', '1-1']",6.0604245e-05,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1']",0.00016835464,Mutated-Random
"['Glc', 'b1-4', 'Rha', 'a1-2', 'GalOP', 'a1-3', 'Gal', '1-1', 'Glc', 'b1-4', 'Glc']",2.4150046e-05,Mutated-Random
"['Man', 'b1-4', 'Rha', 'a1-3', 'GalOAc', '2,5-Anhydro-Man-ol', 'Man', '1-1', '1-1', '1-1', '1-1']",9.031077e-06,Mutated-Random
"['ManOMe', '2,5-Anhydro-Man', 'Man', 'a1-2', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.2398031e-05,Mutated-Random
"['Glc', 'b1-4', 'Rha', 'a1-2', '2,5-Anhydro-Man-ol', 'a1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",1.5468215e-05,Mutated-Random
"['Glc', 'b1-4', 'Rha', 'a1-2', 'GalOP', 'a1-3', 'Gal', '1-5', 'Glc', 'b1-4', 'Glc']",1.0591258e-05,Mutated-Random
"['ManOMe', 'a1-2', 'Man', 'a1-2', '1-6', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0002658371,Mutated-Random
"['ManOAc', 'a1-2', '1-1', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.0330683e-05,Mutated-Random
"['ManOAc', '1dAlt-ol', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.079247e-05,Mutated-Random
"['1-4', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00029188432,Mutated-Random
"['QuiNAlaBut', 'b1-6', '2,5-Anhydro-Man', 'a1-3', 'L-QuiNAc', 'a1-3', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",0.00025887092,Mutated-Random
"['2,5-Anhydro-Man', 'b1-5', 'Galf', 'b1-6', 'GalfOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00031815586,Mutated-Random
"['QuiNAlaBut', 'b1-6', 'GlcNAc', 'a1-3', 'L-QuiNAc', 'a1-3', '1-6', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",1.0973166e-05,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'b1-4', '1-2', 'b1-4', 'GlcNAc', '1-1', '1-1']",8.149241e-06,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-3', '1-1', '1-1', '1-1']",0.00016177192,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0002577489,Mutated-Random
"['Glc', 'b1-2', 'Glc', 'b1-3', '1-3', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",9.857536e-06,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-6', '1-1']",2.5375251e-05,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0001309406,Mutated-Random
"['Glc', 'b1-2', '1-5', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.6884354e-06,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', '1dEry-ol', 'GlcNAc']",0.000497259,Mutated-Random
"['1dAlt-ol', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0002792174,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1dAlt-ol', '1-1', '1-1']",1.9738362e-05,Mutated-Random
"['QuiNAlaBut', 'b1-6', '1dEry-ol', 'a1-3', 'L-QuiNAc', 'a1-3', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",4.5435387e-05,Mutated-Random
"['Gal', 'b1-3', '1dAlt-ol', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00015234698,Mutated-Random
"['Galf', 'b1-5', 'Galf', '1-1', 'GalfOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",8.101752e-05,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-4', '1-1']",0.00013449893,Mutated-Random
"['Galf', 'b1-5', 'Galf', '1dAlt-ol', 'GalfOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.9901625e-05,Mutated-Random
"['RhaOS', 'a1-3', 'Man', '1-6', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.002585588,Mutated-Random
"['Glc', 'b1-4', '1-1', 'a1-2', 'GalOP', 'a1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",1.40491575e-05,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-3', '1-1', '1-1', '1-1', '1-1']",2.4117506e-05,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '2,5-Anhydro-Man-ol', '1-1', '1-1']",2.4405907e-05,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1dAlt-ol', '1-1']",1.7640836e-05,Mutated-Random
"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1dAlt-ol', '1-1']",8.3643745e-06,Mutated-Random
"['Glc', 'a1-3', 'Glc', '1-1', 'GlcOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",7.921844e-06,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1dAlt-ol']",0.000693142,Mutated-Random
"['Glc', 'b1-2', '1dAlt-ol', 'b1-3', 'Glc', 'b1-4', 'Gal', '1-1', '1-1', '1-1', '1-1']",7.938078e-06,Mutated-Random
"['D-Araf', '1-5', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.423822e-05,Mutated-Random
"['Galf', 'a1-2', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', '1dAlt-ol', 'a1-2', 'Galf']",2.119761e-05,Mutated-Random
"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-6', '1-1']",9.369581e-06,Mutated-Random
"['Gal', 'b1-3', '1-6', 'b1-4', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",9.993023e-05,Mutated-Random
"['Glc', 'b1-2', '1-1', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.625292e-06,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', '1dEry-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0020822736,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', '1-2']",6.8530735e-06,Mutated-Random
"['Man', 'b1-4', '2,5-Anhydro-Man', 'a1-3', 'GalOAc', 'a1-6', 'Man', '1-1', '1-1', '1-1', '1-1']",7.533451e-05,Mutated-Random
"['RhaOS', '1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.010720365,Mutated-Random
"['ManOMe', '1dAlt-ol', 'Man', 'a1-2', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.4547857e-05,Mutated-Random
"['ManOMe', 'a1-2', 'Man', 'a1-2', '1-5', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00015107857,Mutated-Random
"['GlcA', 'a1-2', 'Galf', '1-5', 'Galf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.7632898e-05,Mutated-Random
"['Glc', 'b1-2', 'Glc', 'b1-4', '1-6', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.08675e-05,Mutated-Random
"['Glc', '1-3', 'Glc', 'a1-3', 'GlcOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.009292e-05,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1dEry-ol', '1-1', '1-1']",8.141459e-06,Mutated-Random
"['2,5-Anhydro-Man-ol', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00052647904,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', '1-2', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00019191018,Mutated-Random
"['RhaOS', '1-2', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.02148053,Mutated-Random
"['1-4', 'b1-5', 'Galf', 'b1-6', 'GalfOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00032069767,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1']",2.8237182e-05,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1', '1-1', '1-1']",4.7042988e-05,Mutated-Random
"['Glc', '1-6', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.697062e-05,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-2', '1-1', '1-1', '1-1', '1-1']",0.0010101274,Mutated-Random
"['D-Araf', 'b1-3', '1dEry-ol', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00012761958,Mutated-Random
"['Glc', 'b1-3', 'Glc', 'b1-2', '1dAlt-ol', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1']",1.1386628e-05,Mutated-Random
"['Glc', 'b1-4', 'Rha', 'a1-2', '1-3', 'a1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",4.0602677e-05,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', '2,5-Anhydro-Man', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00013102085,Mutated-Random
"['ManOMe', 'a1-2', '1-4', 'a1-2', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.7739336e-05,Mutated-Random
"['Man', 'a1-2', 'Man', '1-6', 'Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-2', 'Man']",7.694543e-06,Mutated-Random
"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-5', '1-1']",3.2193228e-05,Mutated-Random
"['Glc', 'a1-3', 'Glc', 'a1-3', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.3263643e-05,Mutated-Random
"['GalfOAc', '1dAlt-ol', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",5.080334e-05,Mutated-Random
"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-4', '1-1', '1-1', '1-1']",6.988657e-06,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-3', '1-1', '1-1', '1-1']",0.00028451206,Mutated-Random
"['Glc', 'b1-2', '1-5', 'a1-3', 'Man', 'b1-4', 'Man', 'b1-3', 'GlcNAc', 'b1-3', 'Glc']",2.573829e-05,Mutated-Random
"['D-FucNAc', 'b1-4', '1-3', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",6.045723e-05,Mutated-Random
"['Galf', 'b1-5', 'Galf', '1-2', 'GalfOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",7.466374e-05,Mutated-Random
"['Man', 'b1-4', 'Rha', 'a1-3', 'GalOAc', 'a1-6', '1-5', '1-1', '1-1', '1-1', '1-1']",4.578548e-06,Mutated-Random
"['GlcA', 'a1-2', 'Galf', '1-2', 'Galf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",4.2104108e-05,Mutated-Random
"['Galf', 'a1-2', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', '1-3', 'a1-2', 'Galf']",2.4567247e-05,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1']",0.00013663204,Mutated-Random
"['1-2', 'a1-2', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', 'Galf', 'a1-2', 'Galf']",0.00025125197,Mutated-Random
"['Gal', 'a1-2', 'D-Fuc', 'a1-3', 'Galf', '1-5', 'D-Fuc', '1-1', '1-1', '1-1', '1-1']",4.531216e-06,Mutated-Random
"['QuiNAlaBut', 'b1-6', 'GlcNAc', 'a1-3', 'L-QuiNAc', '1dAlt-ol', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",6.9741777e-06,Mutated-Random
