seqs,preds,method
"['1-4', 'b1-4', 'QuiNAc', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",2.4642923e-05,Mutated-Random
"['Man', '2,5-Anhydro-Man', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man']",2.0501546e-05,Mutated-Random
"['Glc', 'b1-2', '2,5-Anhydro-Man-ol', 'b1-3', 'Glc', 'b1-4', 'Gal', '1-1', '1-1', '1-1', '1-1']",3.6198585e-06,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-6']",0.00030256555,Mutated-Random
"['Man', '1-6', 'Man', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', '1-1', '1-1']",2.4182084e-05,Mutated-Random
"['Glc', '1-1', 'Glc', 'a1-3', 'GlcOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.2242579e-05,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1']",6.599819e-05,Mutated-Random
"['1-3', 'b1-4', 'QuiNAc', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",1.0918886e-05,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', '1dAlt-ol', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",1.5159513e-05,Mutated-Random
"['Galf', 'b1-5', 'Galf', '2,5-Anhydro-Man-ol', 'GalfOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",7.6859236e-05,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-4', '1-1', '1-1', '1-1']",1.8237664e-05,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-4', '1-1', '1-1', '1-1', '1-1']",9.970352e-05,Mutated-Random
"['ManOMe', 'a1-2', 'Man', '1-2', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.947707e-05,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', '2,5-Anhydro-Man', 'GlcNAc']",0.0004218264,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-2', '1-1', '1-1', '1-1']",0.00014707295,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1dEry-ol', '1-1', '1-1']",0.0003050049,Mutated-Random
"['Glc', 'b1-2', 'Glc', 'b1-3', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.712696e-05,Mutated-Random
"['Galf', '1-3', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', 'Galf', 'a1-2', 'Galf']",8.460945e-06,Mutated-Random
"['ManOAc', 'a1-2', 'Man', '1-5', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",4.552205e-05,Mutated-Random
"['Glc', 'b1-2', 'Glc', 'b1-3', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.932942e-05,Mutated-Random
"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', '1-1', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1']",9.602025e-06,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-4', '1-1', '1-1', '1-1', '1-1', '1-1']",2.6560723e-05,Mutated-Random
"['1-1', 'a1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",7.6758315e-06,Mutated-Random
"['Glc', 'b1-2', '1dEry-ol', 'a1-3', 'Man', 'b1-4', 'Man', 'b1-3', 'GlcNAc', 'b1-3', 'Glc']",9.602851e-06,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', '1-6', 'GlcNAc']",0.00035393576,Mutated-Random
"['1-1', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0006057734,Mutated-Random
"['Galf', 'a1-2', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', 'Galf', 'a1-2', '1-2']",4.1541516e-05,Mutated-Random
"['ManOAc', 'a1-2', '1dEry-ol', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.2419901e-05,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-6', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00026848805,Mutated-Random
"['2,5-Anhydro-Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",3.40609e-05,Mutated-Random
"['ManOAc', 'a1-2', 'Man', '1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.5011257e-05,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-2', '1-1', '1-1', '1-1', '1-1', '1-1']",2.2576973e-05,Mutated-Random
"['1-3', 'a1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.193559e-05,Mutated-Random
"['QuiNAlaBut', 'b1-6', '1-3', 'a1-3', 'L-QuiNAc', 'a1-3', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",0.00013161922,Mutated-Random
"['Glc', 'b1-4', 'Rha', 'a1-2', 'GalOP', 'a1-3', 'Gal', '1dAlt-ol', 'Glc', 'b1-4', 'Glc']",2.3094039e-05,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1dEry-ol', '1-1']",5.115308e-05,Mutated-Random
"['ManOAc', 'a1-2', 'Man', '1-2', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00018269593,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-4', '1-1', '1-1', '1-1', '1-1']",4.4113825e-05,Mutated-Random
"['Glc', 'b1-6', '1-3', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00020528116,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-6', '1-1', '1-1', '1-1']",0.00026312168,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', '1-4', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00027673773,Mutated-Random
"['Man', 'b1-4', '1-4', 'a1-3', 'GalOAc', 'a1-6', 'Man', '1-1', '1-1', '1-1', '1-1']",6.339824e-05,Mutated-Random
"['Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-2', '1-4']",3.61468e-05,Mutated-Random
"['Glc', 'b1-2', '1dAlt-ol', 'a1-3', 'Man', 'b1-4', 'Man', 'b1-3', 'GlcNAc', 'b1-3', 'Glc']",9.782786e-06,Mutated-Random
"['Gal', 'b1-3', '1-3', 'b1-4', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.6191846e-05,Mutated-Random
"['D-Araf', 'b1-3', '1-2', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00014212015,Mutated-Random
"['ManOMe', 'a1-2', 'Man', '2,5-Anhydro-Man-ol', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.3478865e-05,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', '1dAlt-ol']",5.1966348e-05,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1dEry-ol', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00023475575,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', '1dEry-ol', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00020297605,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', '1dAlt-ol', 'GlcNAc', 'b1-4', 'GlcNAc']",0.0012227509,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '2,5-Anhydro-Man']",3.766343e-05,Mutated-Random
"['ManOMe', '1dEry-ol', 'Man', 'a1-2', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.4636172e-05,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-3', '1-1', '1-1', '1-1', '1-1']",0.0008950448,Mutated-Random
"['Gal', '1-6', 'D-Fuc', 'a1-3', 'Galf', 'b1-3', 'D-Fuc', '1-1', '1-1', '1-1', '1-1']",4.0894224e-06,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '2,5-Anhydro-Man-ol', '1-1']",9.291278e-05,Mutated-Random
"['QuiNAlaBut', 'b1-6', 'GlcNAc', 'a1-3', '1-2', 'a1-3', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",7.28987e-06,Mutated-Random
"['RhaOS', 'a1-3', 'Man', '1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0024301445,Mutated-Random
"['1-3', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc', 'a1-6', 'GlcNAc', '1-1', '1-1']",3.895162e-06,Mutated-Random
"['Man', 'a1-3', 'Man', '1dAlt-ol', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",4.1283114e-05,Mutated-Random
"['Glc', 'b1-6', 'Glc', '1dEry-ol', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",7.2784637e-06,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-2']",2.349368e-05,Mutated-Random
"['RhaOS', 'a1-3', 'Man', '1-1', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0070501016,Mutated-Random
"['D-FucNAc', 'b1-4', 'QuiNAc', 'b1-3', '1-5', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",5.116081e-06,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', '1dEry-ol', 'GlcNAc', 'b1-4', 'GlcNAc']",0.0028000663,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', '1dAlt-ol', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0033148113,Mutated-Random
"['ManOMe', 'a1-2', 'Man', 'a1-2', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0004948778,Mutated-Random
"['QuiNAlaBut', 'b1-6', 'GlcNAc', 'a1-3', '1-5', 'a1-3', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",6.8291065e-06,Mutated-Random
"['Glc', 'b1-4', 'Rha', 'a1-2', 'GalOP', 'a1-3', 'Gal', '1-6', 'Glc', 'b1-4', 'Glc']",3.8574664e-05,Mutated-Random
"['Man', 'a1-2', 'Man', '2,5-Anhydro-Man-ol', 'Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-2', 'Man']",1.6911328e-05,Mutated-Random
"['1-1', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00026424756,Mutated-Random
"['ManOMe', 'a1-2', 'Man', 'a1-2', '1dEry-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0006572427,Mutated-Random
"['Galf', 'a1-2', '1dAlt-ol', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', 'Galf', 'a1-2', 'Galf']",3.772182e-06,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', '1-3']",5.4897588e-05,Mutated-Random
"['Glc', 'b1-6', '1dAlt-ol', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00034217085,Mutated-Random
"['Glc', 'b1-2', 'Glc', 'b1-3', '1-6', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.945802e-05,Mutated-Random
"['Gal', 'b1-3', '1dEry-ol', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00019120822,Mutated-Random
"['1dEry-ol', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0005578794,Mutated-Random
"['Glc', 'b1-6', 'Glc', '1-1', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.5221423e-05,Mutated-Random
"['D-Araf', '1-6', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.3199927e-05,Mutated-Random
"['Glc', 'b1-4', 'Rha', 'a1-2', 'GalOP', 'a1-3', 'Gal', 'b1-4', 'Glc', '2,5-Anhydro-Man-ol', 'Glc']",4.5998986e-06,Mutated-Random
"['Galf', 'a1-2', 'Galf', 'a1-3', 'Man', '1-6', 'Man', 'a1-3', 'Galf', 'a1-2', 'Galf']",1.3467455e-05,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '2,5-Anhydro-Man-ol', '1-1', '1-1']",8.386694e-06,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', '1-3', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",9.767775e-05,Mutated-Random
"['GalfOAc', 'b1-4', '1dEry-ol', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0054975604,Mutated-Random
"['GalfOAc', 'b1-4', '1-2', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00494439,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-5', '1-1']",1.3414194e-05,Mutated-Random
"['Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'a1-6', '1-6', 'a1-2', 'Man']",4.9904397e-06,Mutated-Random
"['1-5', 'b1-5', 'Galf', 'b1-6', 'GalfOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00022769204,Mutated-Random
"['GalOS', 'b1-4', '1dEry-ol', 'b1-2', 'Man', 'a1-6', 'NeuNAc', 'a2-6', 'Gal', 'b1-4', 'GlcNAc']",4.40887e-06,Mutated-Random
"['GlcA', 'a1-2', 'Galf', '1-3', 'Galf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.9537527e-05,Mutated-Random
"['1dAlt-ol', 'a1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",5.8537685e-06,Mutated-Random
"['Glc', 'b1-2', '1-4', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.3455277e-06,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00022516822,Mutated-Random
"['Glc', 'b1-2', 'Glc', 'b1-4', '1dEry-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.0388865e-05,Mutated-Random
"['GlcA', 'a1-2', 'Galf', 'b1-6', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",7.3938456e-05,Mutated-Random
"['Galf', 'a1-2', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', 'Galf', 'a1-2', '1dAlt-ol']",3.2647717e-05,Mutated-Random
"['Gal', 'a1-2', 'D-Fuc', 'a1-3', '2,5-Anhydro-Man-ol', 'b1-3', 'D-Fuc', '1-1', '1-1', '1-1', '1-1']",5.343819e-06,Mutated-Random
"['ManOAc', '1-1', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.349275e-05,Mutated-Random
"['GlcA', 'b1-3', '1dEry-ol', 'a1-3', 'GalNAc', 'a1-2', 'Fuc', 'a1-2', 'GlcA', '1-1', '1-1']",4.846941e-06,Mutated-Random
"['1-1', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0003152705,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', '1dAlt-ol', 'Man']",5.020042e-06,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', '1-5', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00025380155,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', '1-2', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00020965359,Mutated-Random
"['Galf', 'a1-2', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', 'Galf', 'a1-2', '1-1']",7.331139e-06,Mutated-Random
"['Glc', 'b1-4', '1-5', 'a1-2', 'GalOP', 'a1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",2.6861346e-05,Mutated-Random
"['D-FucNAc', 'b1-4', '2,5-Anhydro-Man', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",0.00011575473,Mutated-Random
"['Galf', 'a1-2', 'Galf', 'a1-3', 'Man', '1dEry-ol', 'Man', 'a1-3', 'Galf', 'a1-2', 'Galf']",1.5817934e-05,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', '1-5', 'GlcNAc']",0.00048133268,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-5', '1-1', '1-1', '1-1', '1-1']",1.5076796e-05,Mutated-Random
"['D-FucNAc', 'b1-4', '2,5-Anhydro-Man-ol', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",0.000117218966,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1']",0.00032131758,Mutated-Random
"['D-Araf', 'b1-3', '1-4', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0006671045,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",9.225258e-05,Mutated-Random
"['1-5', 'a1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",5.0810954e-06,Mutated-Random
"['Man', '1-4', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man']",1.9544708e-05,Mutated-Random
"['RhaOS', 'a1-3', '1-5', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00014787726,Mutated-Random
"['Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-3', 'Xyl', 'b1-2', '2,5-Anhydro-Man', '1-1', '1-1']",5.588209e-06,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-3', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00031359622,Mutated-Random
"['Man', 'a1-2', 'Man', '1-2', 'Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-2', 'Man']",4.305342e-06,Mutated-Random
"['ManOMe', '1-1', 'Man', 'a1-2', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.8730872e-05,Mutated-Random
"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '2,5-Anhydro-Man']",8.551757e-06,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-2', '1-1', '1-1', '1-1']",2.8962624e-05,Mutated-Random
"['2,5-Anhydro-Man-ol', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",3.209193e-05,Mutated-Random
"['Man', '1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man']",1.7337376e-05,Mutated-Random
"['ManOAc', 'a1-2', '1-6', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",8.993878e-06,Mutated-Random
"['D-Araf', 'b1-3', 'D-Araf', '1-4', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00086360186,Mutated-Random
"['Galf', 'b1-5', 'Galf', 'b1-6', 'GalfOMe', '1-1', '1-1', '1-1', '1-1', '1-5', '1-1']",4.7706644e-06,Mutated-Random
"['1-4', 'a1-2', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', 'Galf', 'a1-2', 'Galf']",0.00031375687,Mutated-Random
"['2,5-Anhydro-Man', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0002597791,Mutated-Random
"['RhaOS', 'a1-3', '1-2', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0003196535,Mutated-Random
"['Glc', 'b1-2', 'Glc', 'b1-4', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.1954234e-05,Mutated-Random
"['Glc', 'b1-2', '1-6', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.0311685e-05,Mutated-Random
"['D-FucNAc', 'b1-4', 'QuiNAc', 'b1-3', '6dTalOAc', 'a1-3', '1-2', '1-1', '1-1', '1-1', '1-1']",6.3175753e-06,Mutated-Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-4', '1-1']",0.0024875654,Mutated-Random
"['Galf', 'a1-2', 'Galf', 'a1-3', 'Man', '2,5-Anhydro-Man-ol', 'Man', 'a1-3', 'Galf', 'a1-2', 'Galf']",1.2815257e-05,Mutated-Random
"['ManOMe', 'a1-2', 'Man', 'a1-2', '1-2', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",9.061148e-05,Mutated-Random
"['Glc', 'a1-3', 'Glc', '1-2', 'GlcOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.4742288e-05,Mutated-Random
"['1-1', 'b1-4', 'QuiNAc', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",1.5315669e-05,Mutated-Random
"['ManOAc', '2,5-Anhydro-Man-ol', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",7.903848e-05,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', '2,5-Anhydro-Man-ol', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",9.177914e-06,Mutated-Random
"['Man', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', '2,5-Anhydro-Man-ol', 'Man']",5.4851876e-06,Mutated-Random
"['QuiNAlaBut', 'b1-6', 'GlcNAc', 'a1-3', 'L-QuiNAc', 'a1-3', '1-4', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",6.8776635e-06,Mutated-Random
"['Glc', 'b1-6', '2,5-Anhydro-Man-ol', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00015624952,Mutated-Random
"['ManOMe', '1-3', 'Man', 'a1-2', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",5.103164e-05,Mutated-Random
"['Man', 'b1-4', 'Rha', 'a1-3', 'GalOAc', 'a1-6', '1dEry-ol', '1-1', '1-1', '1-1', '1-1']",5.3435188e-06,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1dEry-ol', '1-1', '1-1', '1-1']",5.5220457e-06,Mutated-Random
"['D-FucNAc', 'b1-4', '1-5', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",8.697953e-05,Mutated-Random
"['Man', '2,5-Anhydro-Man-ol', 'Man', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', '1-1', '1-1']",4.1353696e-06,Mutated-Random
"['Man', 'a1-3', 'Man', '1-3', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",3.052412e-05,Mutated-Random
"['Glc', 'b1-2', '1-6', 'b1-3', 'Glc', 'b1-4', 'Gal', '1-1', '1-1', '1-1', '1-1']",7.1835193e-06,Mutated-Random
"['D-Araf', 'b1-3', '1-5', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0005316455,Mutated-Random
"['1-2', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00029097885,Mutated-Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-6', '1-1', '1-1', '1-1']",4.7766716e-06,Mutated-Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00023041446,Mutated-Random
"['2,5-Anhydro-Man-ol', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00023910722,Mutated-Random
"['Glc', '2,5-Anhydro-Man', 'Glc', 'a1-3', 'GlcOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.6627988e-05,Mutated-Random
"['Glc', 'b1-2', '1dEry-ol', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",7.989873e-06,Mutated-Random
"['GalfOAc', '1-3', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",5.5764798e-05,Mutated-Random
"['Galf', '1dAlt-ol', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', 'Galf', 'a1-2', 'Galf']",4.071979e-06,Mutated-Random
"['Man', '1dAlt-ol', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man']",2.2246697e-05,Mutated-Random
